split,left_particle_count,right_particle_count,cases,left_minus_right_mae_usd,ci95_low_usd,ci95_high_usd
confirmation,120,1920,600,6.813272430840006,5.138552187603998,8.570731903872622
confirmation,240,1920,600,3.958780284413885,2.6513541237828915,5.406651496769748
confirmation,320,1920,600,2.250753795489174,1.161435199796277,3.350886972512714
confirmation,480,1920,600,2.619017591013686,1.411746142198887,3.9382172674442866
confirmation,960,1920,600,0.6664750126657647,-0.2323253084884612,1.580866243016066
confirmation,1920,1920,600,0.0,0.0,0.0
