split,inflation,group,cases,covered,total,coverage,coverage_ci95_low,coverage_ci95_high,mean_width_usd
development,1.75,expanded_upper,96,20550,22476,0.9143085958355579,0.8818902400200579,0.9426828398504117,577.5778713580119
development,10.0,expanded_upper,96,21116,22476,0.9394910126357003,0.9202979897835368,0.9574155686998025,1162.604197226305
development,12.0,expanded_upper,96,21152,22476,0.9410927211247553,0.9223426671578308,0.9584847254438222,1182.3951659463398
development,16.0,expanded_upper,96,21184,22476,0.9425164620039153,0.9241365293031635,0.959709984822765,1205.2238114292393
development,2.0,expanded_upper,96,20639,22476,0.9182683751557217,0.8875370023889686,0.945168541264836,645.7484958542748
development,2.5,expanded_upper,96,20739,22476,0.9227175654030967,0.8953394854968945,0.9473523784502329,760.1361816777014
development,24.0,expanded_upper,96,21251,22476,0.9454974194696565,0.9282528782389579,0.9614472169162606,1226.7973311288931
development,3.0,expanded_upper,96,20799,22476,0.9253870795515217,0.8985393400879917,0.9487870294951722,846.5525935664676
development,4.0,expanded_upper,96,20913,22476,0.930459156433529,0.9068598378017907,0.9524218597625396,961.3580338076235
development,5.0,expanded_upper,96,20973,22476,0.933128670581954,0.9113414025397241,0.953096645701074,1030.8332666259832
development,6.0,expanded_upper,96,21006,22476,0.9345969033635878,0.9131673730751431,0.9546955035460042,1075.252999492198
development,8.0,expanded_upper,96,21073,22476,0.937577860829329,0.9171795448485639,0.9562747055335938,1130.3026327177733
development,deterministic,expanded_upper,96,21508,22476,0.9569318384054102,0.9414555718230566,0.9711303520491326,1327.5162729641822
development,1.0,stage1,194,21308,25656,0.830526972248207,0.7751115409960757,0.8753673446837839,206.5767799214183
development,1.15,stage1,194,21820,25656,0.8504833177424385,0.7955306333175034,0.8948246502441854,237.53871498401136
development,1.3,stage1,194,22175,25656,0.8643202369816028,0.8076864374781547,0.9085178739421513,268.4559561182428
development,1.5,stage1,194,22477,25656,0.8760913626442158,0.821078996895186,0.9191043614332115,308.6635927165819
development,1.75,stage1,194,22707,25656,0.8850561272217026,0.8313060356061815,0.9265122041494196,354.78245835830006
development,10.0,stage1,194,23530,25656,0.9171343935141877,0.873938114311638,0.9485392870896951,692.3678985988387
development,12.0,stage1,194,23581,25656,0.9191222326161521,0.8756639516898415,0.9500203620947687,708.3765063071231
development,16.0,stage1,194,23634,25656,0.9211880261927035,0.8791140366812943,0.9515891718873385,729.0702271184626
development,2.0,stage1,194,22843,25656,0.8903570314936078,0.8377097680463752,0.9298664517630856,395.086872945045
development,2.5,stage1,194,22987,25656,0.8959697536638603,0.844701891258027,0.9340784915633172,460.3673661825888
development,24.0,stage1,194,23735,25656,0.9251247271593389,0.884867582607208,0.9537087455702218,748.7531254891144
development,3.0,stage1,194,23076,25656,0.8994387277829747,0.84891851876259,0.9370946461577238,508.5525570727583
development,4.0,stage1,194,23239,25656,0.9057920174618023,0.8577947720404356,0.9408134790865329,571.2291666360916
development,5.0,stage1,194,23326,25656,0.9091830371063299,0.8619639495469813,0.9432526853251358,609.3590499620326
development,6.0,stage1,194,23381,25656,0.911326785157468,0.8648890382614088,0.9445596415685099,634.9968487897788
development,8.0,stage1,194,23467,25656,0.9146788275647022,0.8704162821624097,0.9472288581568763,669.5955149441025
development,deterministic,stage1,194,24204,25656,0.9434050514499532,0.9129835174085796,0.9661049189634775,842.7879310796557
development,1.0,stage1_lower,102,11874,13526,0.8778648528759426,0.793740168841475,0.929526453187812,148.87093303096734
development,1.15,stage1_lower,102,12103,13526,0.8947952092266745,0.8112928758975244,0.9453126105333899,171.1803711180385
development,1.3,stage1_lower,102,12265,13526,0.9067721425402928,0.8225075776348086,0.956041378538928,193.447880058071
development,1.5,stage1_lower,102,12428,13526,0.9188230075410321,0.8340657952078566,0.9663519756746306,222.3233595861131
development,1.75,stage1_lower,102,12493,13526,0.9236285672039036,0.8412200646969759,0.9702811219762463,255.26451366491114
development,10.0,stage1_lower,102,12757,13526,0.943146532603874,0.8709993395187232,0.9814600359188748,506.29084410415015
development,12.0,stage1_lower,102,12772,13526,0.9442555079106906,0.8734122833143371,0.9818686556482992,523.8093427308388
development,16.0,stage1_lower,102,12793,13526,0.9458080733402336,0.8759338653827309,0.9824688015331857,547.2565973922422
development,2.0,stage1_lower,102,12547,13526,0.927620878308443,0.8447634359088207,0.9731034297981292,283.40806306344064
development,2.5,stage1_lower,102,12591,13526,0.9308738725417715,0.8514281287135634,0.9746352244539676,327.5075966487809
development,24.0,stage1_lower,102,12827,13526,0.948321750702351,0.8829073976174413,0.983085640473268,568.3064183828004
development,3.0,stage1_lower,102,12620,13526,0.9330178914682833,0.8524012872042206,0.9759684153812755,359.8851534761014
development,4.0,stage1_lower,102,12669,13526,0.9366405441372172,0.8591957826403138,0.9780634283653813,402.6353900388584
development,5.0,stage1_lower,102,12696,13526,0.9386366996894869,0.8643947671048892,0.979103941625309,431.12429052585617
development,6.0,stage1_lower,102,12718,13526,0.9402631968061511,0.8660628061483224,0.9800169092844025,452.15786432901876
development,8.0,stage1_lower,102,12737,13526,0.941667898861452,0.8677822095044188,0.9805818747576813,483.4391477284731
development,deterministic,stage1_lower,102,13042,13526,0.9642170634333875,0.9165481807698518,0.9895833979047856,675.0870560893235
development,1.0,stage1_upper,92,9434,12130,0.7777411376751855,0.7062336505584472,0.837827233672304,270.9237943517762
development,1.15,stage1_upper,92,9717,12130,0.8010717230008244,0.7274936370969439,0.8628999020938489,311.5340125216163
development,1.3,stage1_upper,92,9910,12130,0.8169826875515251,0.7427880950408796,0.8781406231094977,352.09645379259416
development,1.5,stage1_upper,92,10049,12130,0.828441879637263,0.75498947146206,0.8897611053920628,404.9404264612415
development,1.75,stage1_upper,92,10214,12130,0.8420445177246496,0.7726217631001532,0.9001646530461896,465.753581187878
development,10.0,stage1_upper,92,10773,12130,0.888128606760099,0.8345444607673695,0.9277961651313833,899.859921607508
development,12.0,stage1_upper,92,10809,12130,0.8910964550700742,0.8401097558038725,0.9288436805939188,914.1848702422284
development,16.0,stage1_upper,92,10841,12130,0.8937345424567189,0.8439264217215794,0.9315960967422043,931.8081624586817
development,2.0,stage1_upper,92,10296,12130,0.8488046166529266,0.7800416822096781,0.9031840366351122,519.618413131243
development,2.5,stage1_upper,92,10396,12130,0.8570486397361913,0.7915238354031935,0.9088850071491232,608.5175098523566
development,24.0,stage1_upper,92,10908,12130,0.8992580379225061,0.8509744233053665,0.9356551065870149,949.9668237842506
development,3.0,stage1_upper,92,10456,12130,0.86199505358615,0.7988747537093679,0.9114923903247376,674.3295810668541
development,4.0,stage1_upper,92,10570,12130,0.8713932399010718,0.8133020339755398,0.9166450664107394,759.2258213973594
development,5.0,stage1_upper,92,10630,12130,0.8763396537510305,0.8197424653630473,0.9202039995673434,808.1062351338152
development,6.0,stage1_upper,92,10663,12130,0.8790601813685078,0.8239936960503064,0.9211463087220968,838.8781434160145
development,8.0,stage1_upper,92,10730,12130,0.8845836768342952,0.8300809568617014,0.9257436299632061,877.1759785021079
development,deterministic,stage1_upper,92,11162,12130,0.9201978565539983,0.8789903130730604,0.951135857511397,1029.7889232576633
development,1.0,stage2plus,101,21925,23060,0.9507805724197745,0.9350161533711852,0.9645689886329069,292.17830845181044
development,1.15,stage2plus,101,22338,23060,0.9686903729401561,0.9564497450241721,0.9785952552435894,335.99239590578566
development,1.3,stage2plus,101,22591,23060,0.979661751951431,0.9699617325744646,0.9874361665000173,379.78251317103536
development,1.5,stage2plus,101,22716,23060,0.9850823937554206,0.9762129291087476,0.9919944928839314,436.3431555871277
development,1.75,stage2plus,101,22779,23060,0.9878143972246314,0.9799756499927462,0.9936901885306425,500.20095939399255
development,10.0,stage2plus,101,22935,23060,0.9945793581960104,0.990274964141047,0.9976857922993322,1023.3096444726851
development,12.0,stage2plus,101,22940,23060,0.99479618386817,0.9906650703365231,0.9977817839414144,1046.9887067896332
development,16.0,stage2plus,101,22947,23060,0.9950997398091934,0.9912363004315113,0.997814771924449,1076.5545448036087
development,2.0,stage2plus,101,22810,23060,0.9891587163920208,0.9818952074819988,0.9947431547506398,557.4226342687773
development,2.5,stage2plus,101,22847,23060,0.9907632263660018,0.9844205045601218,0.9955332871607583,653.4335149175281
development,24.0,stage2plus,101,22953,23060,0.9953599306157849,0.9917201065175721,0.9979816363358869,1105.5482983003362
development,3.0,stage2plus,101,22866,23060,0.9915871639202082,0.9857854081352039,0.996159289780447,726.6940298942043
development,4.0,stage2plus,101,22894,23060,0.9928013876843018,0.9875804857205227,0.9966832748955079,825.8232860128984
development,5.0,stage2plus,101,22917,23060,0.9937987857762359,0.9891505283064427,0.9971996932297273,888.4937938657894
development,6.0,stage2plus,101,22918,23060,0.9938421509106679,0.9892677768207897,0.9972576316019418,931.2070966611387
development,8.0,stage2plus,101,22925,23060,0.9941457068516912,0.989702050157707,0.9974123321370959,987.9025348129609
development,deterministic,stage2plus,101,23060,23060,1.0,1.0,1.0,1219.582686241688
development,1.0,stage2plus_lower,59,11942,12714,0.9392795343715589,0.9125223418210877,0.9601057083263914,194.52195965278744
development,1.15,stage2plus_lower,59,12150,12714,0.9556394525719679,0.9335902491485929,0.973007298361188,223.68259083108234
development,1.3,stage2plus_lower,59,12322,12714,0.96916784646846,0.951968121333351,0.9828304646944546,252.80083601280478
development,1.5,stage2plus_lower,59,12408,12714,0.975932043416706,0.9607636992296918,0.9878180022747343,290.01164454947934
development,1.75,stage2plus_lower,59,12443,12714,0.9786849142677364,0.9645105747065525,0.98917300581302,330.54780767592865
development,10.0,stage2plus_lower,59,12592,12714,0.990404278747837,0.9824789605865841,0.9958871519409582,659.28341307069
development,12.0,stage2plus_lower,59,12597,12714,0.99079754601227,0.9830547927887668,0.9959930169201411,680.9114601854048
development,16.0,stage2plus_lower,59,12604,12714,0.991348120182476,0.9844183004069413,0.9961478599298658,710.9934267824007
development,2.0,stage2plus_lower,59,12467,12714,0.9805725971370143,0.9676742750516882,0.9904935327249572,365.2111141025091
development,2.5,stage2plus_lower,59,12504,12714,0.9834827748938179,0.9719862702554699,0.991988547648828,421.95008880912917
development,24.0,stage2plus_lower,59,12610,12714,0.9918200408997955,0.9852010941306473,0.99644130224125,742.7673837388477
development,3.0,stage2plus_lower,59,12523,12714,0.984977190498663,0.974289927263125,0.9927942816454645,464.84710199003956
development,4.0,stage2plus_lower,59,12551,12714,0.9871794871794872,0.9777853672818619,0.9940468412369532,522.6845226637769
development,5.0,stage2plus_lower,59,12574,12714,0.9889885165958786,0.9804454439020011,0.9949542810555166,560.16887038168
development,6.0,stage2plus_lower,59,12575,12714,0.9890671700487651,0.9805396936686777,0.9950168784355375,588.4726374119454
development,8.0,stage2plus_lower,59,12582,12714,0.9896177442189712,0.9814844140063402,0.9955026883305246,630.5250195888603
development,deterministic,stage2plus_lower,59,12714,12714,1.0,1.0,1.0,847.7002228020933
development,1.0,stage2plus_upper,42,9983,10346,0.9649139764160062,0.9466383102099464,0.9815338018739324,412.18631334556454
development,1.15,stage2plus_upper,42,10188,10346,0.9847283974482892,0.9785621576946045,0.9908971435787468,474.00775079847614
development,1.3,stage2plus_upper,42,10269,10346,0.9925575101488497,0.9884906651769427,0.9961766851723065,535.8278488939957
development,1.5,stage2plus_upper,42,10308,10346,0.9963270829306012,0.9932040593513349,0.9987254442992892,616.1671292322718
development,1.75,stage2plus_upper,42,10336,10346,0.999033442876474,0.9975464142133738,1.0,708.6844477898427
development,10.0,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989573603819065,1.0,1470.6544643107827
development,12.0,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989566366589424,1.0,1496.8539796802345
development,16.0,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989573498026421,1.0,1525.785557225959
development,2.0,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989483462731163,1.0,793.6276668798281
development,2.5,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989517682289348,1.0,937.899035847567
development,24.0,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989468634025578,1.0,1551.362772274313
development,3.0,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989476145930777,1.0,1048.4726729807644
development,4.0,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989579624662162,1.0,1198.344669854067
development,5.0,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989500577412487,1.0,1291.9659644802264
development,6.0,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989466230476508,1.0,1352.386868060157
development,8.0,stage2plus_upper,42,10343,10346,0.9997100328629422,0.9989469835378287,1.0,1427.076875481742
development,deterministic,stage2plus_upper,42,10346,10346,1.0,1.0,1.0,1676.5818782164604
development,1.0,standard,300,41359,51234,0.807256899715033,0.7845514452124608,0.8297331972524858,259.84835395707836
development,1.15,standard,300,42136,51234,0.8224226099855565,0.7985808481336225,0.8452511707870158,297.97730297124303
development,1.3,standard,300,42891,51234,0.837158917906078,0.8120310390230419,0.8610952033019215,329.3360693453791
development,1.5,standard,300,43490,51234,0.848850372799313,0.8239155332978687,0.8728264848771081,363.33723148718553
development,1.75,standard,300,43992,51234,0.8586485536948121,0.8332685595727659,0.8819097168564409,398.33079825401995
development,10.0,standard,300,45479,51234,0.8876722488972167,0.8668476706407208,0.9071766006653272,575.873680183793
development,12.0,standard,300,45502,51234,0.8881211695358551,0.867373474309301,0.9071291560608055,579.332146177689
development,16.0,standard,300,45523,51234,0.8885310535972206,0.8681460819286816,0.9077867683877724,583.195255961244
development,2.0,standard,300,44293,51234,0.8645235585743842,0.8398822251959538,0.887393689032337,426.30840827722665
development,2.5,standard,300,44688,51234,0.8722332825857829,0.8489603430946749,0.8938071573854869,467.7873194119074
development,24.0,standard,300,45559,51234,0.8892337119881328,0.868867179822258,0.9085070314222946,586.7285165982543
development,3.0,standard,300,44946,51234,0.8772690010539876,0.8547537261183317,0.8983657872030507,496.2822092904669
development,4.0,standard,300,45173,51234,0.8816996525744623,0.860395249428379,0.902320060419622,530.6316592651715
development,5.0,standard,300,45341,51234,0.8849787250653862,0.8639713326784411,0.9042695341199918,548.4407577323129
development,6.0,standard,300,45399,51234,0.8861107858063005,0.865320061126473,0.905673883037518,559.1145532105327
development,8.0,standard,300,45450,51234,0.8871062185267595,0.8661700911725778,0.9066387804694563,570.3188922681151
development,deterministic,standard,300,45736,51234,0.8926884490767849,0.8725041268548022,0.9114529485005918,603.1238831736187
