algorithm,runs,success_runs,failure_rate,mae,mae_se,p95_abs,p99_abs,p95_over,p99_over,cvar95_abs,observed_max_abs,observed_max_over,wait_h,interval_coverage,interval_width,set_radius
tv_minimum_variation,10000,10000,0.0,0.1900418496712141,0.003356449632308033,1.1015629507022642,1.7323847829072285,1.062141119575279,1.689633636700439,1.5016464588802394,2.8716465145848105,2.8716465145848105,,,,
set_box_midpoint,10000,10000,0.0,0.22258234052991893,0.0023406758142500363,0.8677875618410631,1.1627831398188475,0.812018644395183,1.100671544389332,1.0556304540272936,1.7361061456732187,1.6981321069890392,,1.0,1.9400087185545642,1.28682263758131
set_midpoint_lex,10000,10000,0.0,0.23213933074032284,0.0023103435677190873,0.8831429776382417,1.1618075984928413,0.8430100561899471,1.1171714015174452,1.0632017778306835,1.726358780892859,1.7021385580192394,,1.0,1.9400087185545642,1.28682263758131
phase_selected,10000,10000,0.0,0.9867663582527714,0.01515659174195735,4.402032577725965,7.172739126936467,4.051673343468904,6.909875697429201,6.609784985314887,26.13187301633318,26.11621987248988,42.6208701944653,,,
moving_centered,10000,10000,0.0,0.9935069634931868,0.014686829445284297,4.732608574491407,6.680859380531418,4.3686312239357665,6.414266437028987,6.512070652399268,24.531366209585546,24.51571306574224,26.735150886941007,,,
adaptive_selected,10000,10000,0.0,1.0779887143205098,0.016365353925984615,4.7010193796232205,7.930064166224789,4.442518352763076,7.567266064501253,7.002765167539511,22.67118122649243,22.16170660614061,25.625545318142365,,,
window_5pp,10000,10000,0.0,1.1358146914413012,0.016263220204741764,5.097950752903445,10.570812199124015,4.3014717415269645,7.844718568760262,8.664278485793002,35.78092335931926,26.95430749496488,9.053658451982582,,,
global_proportional,10000,10000,0.0,1.4165130039307674,0.02109158887787063,6.696400365033398,8.241531322503766,6.497309461029991,8.1038951251464,7.654244558524961,9.308093228654556,9.308093228654556,,,,
